style_simple,full_name,beer_name_full,abv,min_ibu,max_ibu,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
Strong Ale,French Broad Brewing Co. Wee Heavy-er Scotch Style Ale,French Broad Brewing Co. Wee Heavy-er Scotch Style Ale,7,25,35,13,62,32,23,110,33,0,37,25,13,113,3.403061,3.734694,3.47449,3.479592,3.576531,98
Strong Ale,Erie Brewing Co. Ol' Red Cease And Desist,Erie Brewing Co. Ol' Red Cease And Desist,10.1,25,35,8,43,38,15,106,29,1,56,30,7,107,3.513889,3.708333,3.462963,3.453704,3.384259,108
Strong Ale,Tyranena Brewing Company Shaggin' In The Wood,Tyranena Brewing Company Shaggin' In The Wood,7.55,25,35,7,68,75,21,70,5,0,6,27,38,151,3.917582,3.714286,3.807692,4.032967,3.994505,91
Strong Ale,Sierra Nevada Brewing Co. Sierra Nevada Scotch Ale,Sierra Nevada Brewing Co. Sierra Nevada Scotch Ale,7.3,25,35,18,46,39,25,145,11,0,8,41,10,161,3.727273,3.818182,4.045455,4.227273,3.909091,11
Strong Ale,Big Sky Brewing Company Heavy Horse Scotch Ale,Big Sky Brewing Company Heavy Horse Scotch Ale,6.7,25,35,12,61,30,28,111,25,0,41,37,14,119,3.675,3.891667,3.741667,3.691667,3.716667,60
Strong Ale,Sprecher Brewing Company Pipers Scotch-Style Ale,Sprecher Brewing Company Pipers Scotch-Style Ale,8,25,35,6,57,43,18,75,11,0,16,20,73,108,3.75,3.674528,3.59434,3.688679,3.584906,106
Strong Ale,Brau Brothers Brewing Co. LLC Bancreagie Peated Scotch Ale,Brau Brothers Brewing Co. LLC Bancreagie Peated Scotch Ale,7.6,25,35,9,38,36,24,60,21,0,22,50,50,95,3.725806,3.645161,3.677419,3.870968,3.83871,31
Strong Ale,Lake Louie Brewery Company Louie's Reserve Scotch Ale,Lake Louie Brewery Company Louie's Reserve Scotch Ale,10,25,35,13,89,64,33,104,33,0,33,39,27,130,4.077381,4.125,4.190476,4.202381,4.166667,84
Strong Ale,Hoppin' Frog Brewery Outta Kilter,Hoppin' Frog Brewery Outta Kilter,8.2,25,35,7,59,43,35,137,47,0,76,50,15,128,3.724638,3.753623,3.855072,3.753623,3.724638,69
Dark Ale,Three Floyds Brewing Co. & Brewpub Robert The Bruce Scottish Ale,Three Floyds Brewing Co. & Brewpub Robert The Bruce Scottish Ale,6.5,9,25,9,58,20,31,86,8,0,18,28,14,135,3.777059,3.797647,3.781176,3.904706,3.910588,850
Dark Ale,Belhaven Brewery Company Ltd. Belhaven Scottish Ale,Belhaven Brewery Company Ltd. Belhaven Scottish Ale,5.2,9,25,7,41,13,26,43,9,0,7,26,19,110,3.623656,4.013142,3.774194,3.77718,3.90681,837
Dark Ale,Odell Brewing Company Oak Aged 90 Shilling,Odell Brewing Company Oak Aged 90 Shilling,5.3,9,25,21,48,13,32,52,13,0,19,46,11,94,3.75,4,4.25,4.25,4.25,2
Dark Ale,Innis & Gunn Innis And Gunn Oak Aged Beer,Innis & Gunn Innis And Gunn Oak Aged Beer,6.6,9,25,2,24,27,11,26,4,0,7,14,17,47,3.788158,3.776316,3.736842,3.860526,3.707895,380
Dark Ale,Brooklyn Brewery Brooklyn Winter Ale,Brooklyn Brewery Brooklyn Winter Ale,6.1,9,25,15,43,24,33,88,26,0,25,35,14,109,3.585366,3.771951,3.696341,3.670732,3.771951,410
Dark Ale,Four Peaks Brewing Company Kilt Lifter Scottish Style Ale,Four Peaks Brewing Company Kilt Lifter Scottish Style Ale,6,9,25,10,27,13,20,57,3,0,15,18,10,69,3.482759,3.686207,3.613793,3.655172,3.762069,145
Dark Ale,Erie Brewing Co. Railbender Ale,Erie Brewing Co. Railbender Ale,6.8,9,25,5,40,19,24,94,13,2,26,22,6,103,3.422559,3.594276,3.602694,3.624579,3.664983,297
Dark Ale,Long Trail Brewing Co. Hibernator,Long Trail Brewing Co. Hibernator,6,9,25,7,42,20,23,61,17,0,21,31,13,131,3.497925,3.811203,3.628631,3.69917,3.79668,241
Dark Ale,Sun King Brewing Company Wee Mac Brown,Sun King Brewing Company Wee Mac Brown,5.3,9,25,7,28,4,10,42,8,0,10,16,7,72,3.509259,3.666667,3.444444,3.574074,3.666667,54
Dark Ale,Orkney Brewery Dark Island,Orkney Brewery Dark Island,4.6,9,25,14,62,5,29,66,31,0,34,18,7,72,3.899533,4.067757,3.728972,3.943925,3.948598,214
Dark Ale,Ballast Point Brewing Company Pepper Piper Down (Habanero),Ballast Point Brewing Company Pepper Piper Down (Habanero),5.8,9,25,9,37,6,28,68,8,0,11,30,8,90,3.375,3.875,4,3.5,3.375,4
Dark Ale,Belhaven Brewery Company Ltd. St. Andrew's Ale,Belhaven Brewery Company Ltd. St. Andrew's Ale,4.6,9,25,12,40,10,21,47,29,0,29,43,12,64,3.732365,3.908714,3.79668,3.894191,3.985477,241
Dark Ale,Appalachian Brewing Company Jolly Scot Scottish Ale,Appalachian Brewing Company Jolly Scot Scottish Ale,5.2,9,25,14,52,13,37,68,14,2,14,37,17,113,3.571429,3.738095,3.484127,3.634921,3.718254,126
Dark Ale,Bristol Brewing Company Laughing Lab Scottish-Style Ale,Bristol Brewing Company Laughing Lab Scottish-Style Ale,5.3,9,25,15,49,20,27,103,28,0,25,29,11,137,3.625,3.678571,3.607143,3.654762,3.77381,84
Dark Ale,Orkney Brewery The Red MacGregor,Orkney Brewery The Red MacGregor,4,9,25,21,58,12,74,72,47,0,56,113,22,119,3.778261,4.021739,3.686957,3.847826,3.947826,115
Dark Ale,Thirsty Dog Brewing Company Twisted Kilt Scotch Ale,Thirsty Dog Brewing Company Twisted Kilt Scotch Ale,4.8,9,25,19,55,18,23,85,37,1,32,31,11,122,3.617021,3.638298,3.606383,3.702128,3.882979,47
Dark Ale,Empyrean Brewing Company Burning Skye Scottish Ale,Empyrean Brewing Company Burning Skye Scottish Ale,5.3,9,25,18,41,26,26,68,17,2,19,21,34,105,3.295455,3.431818,3.333333,3.462121,3.575758,66
Dark Ale,"Inveralmond Brewery Ltd., The Blackfriar","Inveralmond Brewery Ltd., The Blackfriar",7,9,25,22,55,31,44,92,39,0,52,50,12,115,3.917391,3.878261,3.834783,3.943478,3.904348,115
Dark Ale,Fargo Brewing Company Stone's Throw Scottish Ale,Fargo Brewing Company Stone's Throw Scottish Ale,4.5,9,25,7,48,7,33,73,18,0,18,44,12,128,3.5,3.75,3.75,4,3.75,2
Dark Ale,Orkney Brewery Dark Island Reserve,Orkney Brewery Dark Island Reserve,10,9,25,16,94,82,35,96,31,1,50,15,50,105,4.209302,3.930233,3.94186,4.046512,3.848837,43
Dark Ale,The Caledonian Brewing Company Caledonian 80/-,The Caledonian Brewing Company Caledonian 80/-,4.1,9,25,9,45,15,41,70,19,0,18,44,21,112,3.606061,3.80303,3.691919,3.732323,3.863636,99
Dark Ale,Pelican Pub & Brewery MacPelican's Scottish Style Ale,Pelican Pub & Brewery MacPelican's Scottish Style Ale,5,9,25,11,40,10,27,88,13,0,18,38,14,101,3.5,3.642857,3.583333,3.535714,3.666667,42
Dark Ale,"Inveralmond Brewery Ltd., The Lia Fail","Inveralmond Brewery Ltd., The Lia Fail",4.7,9,25,11,85,15,63,92,23,0,30,69,19,148,3.702381,3.845238,3.630952,3.761905,3.827381,84
Dark Ale,Gritty McDuff's Brewing Company Gritty McDuff's Scottish Ale,Gritty McDuff's Brewing Company Gritty McDuff's Scottish Ale,6.3,9,25,23,63,21,46,71,20,0,15,52,14,116,3.511628,3.784884,3.55814,3.633721,3.622093,86
Dark Ale,Broughton Ales Ltd Black Douglas Ale,Broughton Ales Ltd Black Douglas Ale,5.2,9,25,12,67,19,42,98,28,0,36,42,12,120,3.910526,4.1,3.863158,3.984211,4,95
Dark Ale,Keweenaw Brewing Company Olde Ore Dock Scottish Ale,Keweenaw Brewing Company Olde Ore Dock Scottish Ale,5,9,25,22,45,21,20,85,27,1,24,33,14,86,3.346154,3.615385,3.461538,3.230769,3.307692,13
Dark Ale,Ballast Point Brewing Company Piper Down Scottish Ale (Bourbon Barrel Aged),Ballast Point Brewing Company Piper Down Scottish Ale (Bourbon Barrel Aged),5.9,9,25,4,34,81,11,65,12,0,19,7,28,137,3.970588,3.941176,3.852941,4.058824,4.088235,17
Dark Ale,Williams Brothers Brewing Company 80/- (Eighty Shilling),Williams Brothers Brewing Company 80/- (Eighty Shilling),4.2,9,25,16,84,6,32,86,20,1,26,39,13,139,3.779412,4,3.691176,3.75,3.970588,34
Dark Ale,Fearless Brewing Company Scottish Ale,Fearless Brewing Company Scottish Ale,5.3,9,25,13,46,11,29,57,15,0,15,41,7,103,3.333333,3.761905,3.428571,3.547619,3.571429,21
Dark Ale,Florida Beer Company Hog's Head Brew (Harry Potter),Florida Beer Company Hog's Head Brew (Harry Potter),5.5,9,25,7,16,2,12,8,4,0,1,12,3,21,3.5,3.6,3.4,3.6,3.8,5
Dark Ale,Sun King Brewing Company Java Mac,Sun King Brewing Company Java Mac,5.4,9,25,4,17,1,56,12,1,0,1,8,0,76,3.75,3.875,3.125,3.125,3.375,4
Dark Ale,Sheepscot Valley Brewing Company Pemaquid Ale,Sheepscot Valley Brewing Company Pemaquid Ale,4.05,9,25,8,47,5,16,52,24,0,13,25,26,80,3.58,3.88,3.66,3.7,3.76,50
Dark Ale,Shoreline Brewery And Restaurant Beltaine Scottish Ale,Shoreline Brewery And Restaurant Beltaine Scottish Ale,4.7,9,25,9,32,16,19,41,13,0,18,14,6,62,3.5,3.7,3.9,3.65,4,10
Dark Ale,Isle Of Skye Brewery Black Cuillin,Isle Of Skye Brewery Black Cuillin,4.5,9,25,14,71,13,51,76,17,0,32,34,18,108,3.779412,3.911765,3.720588,3.852941,3.882353,34
Porter,Dark Horse Brewing Company Dark Horse Fore Smoked Stout,Dark Horse Brewing Company Dark Horse Fore Smoked Stout,7,20,30,7,69,8,52,46,4,1,2,9,79,120,3.910256,3.975962,3.862179,3.961538,3.916667,312
Porter,Yazoo Brewing Company Sue,Yazoo Brewing Company Sue,9,20,30,14,74,14,60,48,11,1,29,52,117,108,4.119403,4.085821,4.126866,4.216418,4.130597,134
Porter,The Bruery Smoking Wood Rye Barrel Aged,The Bruery Smoking Wood Rye Barrel Aged,13,20,30,8,101,85,32,76,4,1,10,6,99,131,4,4.166667,3.833333,3.833333,4.083333,6
Porter,Evil Twin Brewing Evil Twin Ashtray Heart,Evil Twin Brewing Evil Twin Ashtray Heart,8.9,20,30,8,64,11,43,39,9,0,9,13,81,70,3.809524,4.02381,3.880952,3.595238,3.666667,21
Porter,HaandBryggeriet Norwegian Wood,HaandBryggeriet Norwegian Wood,6.5,20,30,17,42,6,27,47,21,0,28,34,104,62,3.992347,3.936224,3.818878,3.964286,3.841837,196
Porter,Nøgne Ø - Det Kompromissløse Bryggeri A/S Sunturnbrew,Nøgne Ø - Det Kompromissløse Bryggeri A/S Sunturnbrew,11,20,30,14,48,30,34,107,14,7,35,31,97,86,4.006024,3.801205,3.945783,4.138554,3.873494,83
Porter,New Holland Brewing Company Charkoota Rye,New Holland Brewing Company Charkoota Rye,7.79,20,30,29,64,29,38,98,32,1,32,21,139,145,3.727273,3.731818,3.672727,3.681818,3.540909,110
Porter,Hill Farmstead Brewery Holger Danske,Hill Farmstead Brewery Holger Danske,7.5,20,30,21,97,15,48,61,7,0,1,33,111,108,4.233333,4.1,4.233333,4.3,4.266667,15
Porter,Brouwerij De Molen Hemel & Aarde,Brouwerij De Molen Hemel & Aarde,10,20,30,8,93,33,44,57,4,3,13,24,62,99,4.225,4.275,4.075,4.2,4.125,20
Porter,Midnight Sun Brewing Co. Bar Fly,Midnight Sun Brewing Co. Bar Fly,11.6,20,30,7,111,64,46,96,11,1,26,12,82,131,4.411111,4.322222,4.311111,4.566667,4.444444,45
Porter,Three Floyds Brewing Co. & Brewpub Ham On Rye,Three Floyds Brewing Co. & Brewpub Ham On Rye,6,20,30,11,48,10,29,52,13,6,13,35,125,103,4.05102,3.806122,3.806122,4,3.795918,49
Porter,Professor Fritz Briem Professor Fritz Briem Grodziskie,Professor Fritz Briem Professor Fritz Briem Grodziskie,4,20,30,28,53,11,14,47,102,5,47,21,82,84,3.9,4,3.8,3.9,3.8,5
Porter,"Brouwerij De Molen Bloed, Zweet & Tranen","Brouwerij De Molen Bloed, Zweet & Tranen",8.4,20,30,14,87,25,39,76,12,5,16,38,113,112,3.931818,3.977273,3.818182,4.022727,3.772727,22
Porter,Bayou Teche Brewery LA-31 Boucanèe,Bayou Teche Brewery LA-31 Boucanèe,4.5,20,30,14,25,8,8,45,29,0,27,10,70,46,3.166667,3.2,3.166667,3.166667,3.133333,15
Porter,Brouwerij De Molen Rook & Vuur,Brouwerij De Molen Rook & Vuur,8.2,20,30,10,66,27,36,44,10,2,6,22,140,81,3.9375,3.9375,3.5625,3.875,3.8125,8
Porter,Brasserie Dieu Du Ciel Charbonniere,Brasserie Dieu Du Ciel Charbonniere,5.4,20,30,14,37,8,20,42,10,2,9,12,123,72,3.97619,3.821429,3.678571,3.857143,3.797619,42
Porter,White Birch Brewing White Birch Tavern Ale,White Birch Brewing White Birch Tavern Ale,8,20,30,12,94,16,35,62,11,0,13,20,87,107,3.681818,3.772727,3.590909,3.909091,3.840909,22
Porter,Brasseurs Illimités Simple Malt Double Porter,Brasseurs Illimités Simple Malt Double Porter,6.4,20,30,9,68,12,21,50,8,1,13,7,81,102,3.819444,3.541667,3.486111,3.791667,3.763889,36
Porter,Brasserie Fischer / Fischer Biere d' Alsace Adelscott,Brasserie Fischer / Fischer Biere d' Alsace Adelscott,6.4,20,30,12,51,36,24,108,14,0,14,26,48,84,2.847222,3.236111,2.736111,2.583333,2.5,36
Porter,the Nils Oscar Company Nils Oscar Rökporter,the Nils Oscar Company Nils Oscar Rökporter,5.9,20,30,14,110,13,63,64,15,0,14,35,90,119,4.111111,3.958333,3.833333,4.097222,4.083333,36
Porter,Yeastie Boys Rex Attitude,Yeastie Boys Rex Attitude,7,20,30,13,38,39,17,21,11,5,13,16,91,40,3.714286,3.571429,3.714286,3.928571,3.785714,7
Porter,Fullsteam Brewery Hogwash!,Fullsteam Brewery Hogwash!,6.5,20,30,4,32,5,11,20,2,1,2,5,99,45,3.954545,4.045455,3.909091,3.818182,3.909091,11
Porter,Brouwerij De Dochter van de Korenaar Bravoure,Brouwerij De Dochter van de Korenaar Bravoure,6.5,20,30,24,48,11,27,61,54,2,50,37,84,60,3.8125,4,3.78125,3.71875,3.84375,16
Porter,Jackie O's Pub & Brewery Hogwash,Jackie O's Pub & Brewery Hogwash,4.5,20,30,4,16,6,2,25,4,1,4,43,32,25,4.222222,4,3.888889,3.777778,3.944444,9
Porter,Flying Dog Brewery Backyard Ale,Flying Dog Brewery Backyard Ale,7.5,20,30,10,28,6,13,34,11,0,9,12,46,43,3.5,3.583333,3.916667,3.5,3.666667,6
Porter,Crown Valley Brewing & Distilling Co. Black Cabin Smoked Ale,Crown Valley Brewing & Distilling Co. Black Cabin Smoked Ale,5.6,20,30,10,24,14,13,28,4,0,2,17,88,57,3.5625,3.625,3.5625,3.625,3.625,8
Porter,Bootlegger's Brewery Wild Fire Wheat,Bootlegger's Brewery Wild Fire Wheat,5,20,30,4,16,4,7,14,25,0,31,7,63,45,3.464286,3.714286,3.535714,3.428571,3.535714,14
Porter,Live Oak Brewing Company Live Oak Oaktoberfest,Live Oak Brewing Company Live Oak Oaktoberfest,5.8,20,30,1,1,0,3,3,0,0,0,3,2,3,3.83871,3.967742,3.854839,3.951613,4.096774,31
Wild/Sour,Dogfish Head Brewery Festina Pêche,Dogfish Head Brewery Festina Pêche,4.5,3,6,25,21,10,7,37,85,3,79,10,3,25,3.51105,3.510129,3.622928,3.649171,3.689227,1086
Wild/Sour,Professor Fritz Briem Professor Fritz Briem 1809 Berliner Weisse,Professor Fritz Briem Professor Fritz Briem 1809 Berliner Weisse,5,3,6,39,33,9,12,55,129,2,80,17,10,29,3.965517,3.95197,4.013547,4.10468,4.176108,406
Wild/Sour,Three Floyds Brewing Co. & Brewpub Deesko,Three Floyds Brewing Co. & Brewpub Deesko,6.5,3,6,38,29,11,11,49,180,9,103,15,7,49,3.428571,3.571429,3.785714,3.5,3.857143,7
Wild/Sour,Bear Republic Brewing Co. Tartare,Bear Republic Brewing Co. Tartare,4,3,6,48,24,10,3,28,200,6,62,9,4,27,4.181818,3.954545,4.363636,4.545455,4.409091,11
Wild/Sour,White Birch Brewing White Birch Berliner Weisse,White Birch Brewing White Birch Berliner Weisse,5.5,3,6,43,33,10,12,53,172,4,104,18,1,53,3.639241,3.664557,3.917722,3.829114,3.968354,79
Wild/Sour,Gasthaus & Gosebrauerei Bayerischer Bahnhof Berliner Style Weisse,Gasthaus & Gosebrauerei Bayerischer Bahnhof Berliner Style Weisse,3,3,6,37,27,4,6,44,130,2,55,7,0,33,3.581395,3.686047,3.604651,3.577519,3.856589,129
Wild/Sour,Ballast Point Brewing Company Sour Wench Blackberry Ale,Ballast Point Brewing Company Sour Wench Blackberry Ale,7,3,6,22,34,7,9,119,149,1,134,7,2,31,3.481481,3.833333,3.407407,3.388889,3.388889,27
Wild/Sour,Berliner Kindl Brauerei Berliner Kindl Weisse,Berliner Kindl Brauerei Berliner Kindl Weisse,3,3,6,39,23,9,7,40,127,2,66,5,1,34,3.437126,3.535928,3.48503,3.57485,3.580838,167
Wild/Sour,Jackie O's Pub & Brewery Berliner Weiss,Jackie O's Pub & Brewery Berliner Weiss,5.54,3,6,49,46,12,14,41,225,7,95,28,4,71,3.777778,3.861111,3.666667,3.805556,3.944444,18
Wild/Sour,Bend Brewing Company Ching Ching,Bend Brewing Company Ching Ching,4.5,3,6,41,29,4,2,69,164,0,110,44,0,37,3.5,3.6,3.5,3.6,3.6,5
Wild/Sour,New Belgium Brewing La Folie,New Belgium Brewing La Folie,7,20,25,23,42,8,3,89,152,0,88,3,5,38,4.265646,4.065246,4.103196,4.299601,4.061252,751
Wild/Sour,Brouwerij Van Steenberge N.V. Monk's Café Flemish Sour Ale,Brouwerij Van Steenberge N.V. Monk's Café Flemish Sour Ale,5.5,20,25,21,32,8,9,73,122,0,82,12,3,30,3.804273,3.960739,3.79157,3.87067,3.828522,866
Wild/Sour,Deschutes Brewery The Dissident,Deschutes Brewery The Dissident,10.9,20,25,28,38,15,5,71,126,1,88,9,9,28,4.170487,4.083095,4.091691,4.153295,4.111748,349
Wild/Sour,Brouwerij Liefmans Goudenband,Brouwerij Liefmans Goudenband,8,20,25,30,44,16,10,100,129,0,96,9,2,52,4.138593,3.948827,4.086354,4.267591,4.133262,469
Wild/Sour,Goose Island Beer Co. Madame Rose,Goose Island Beer Co. Madame Rose,7.1,20,25,43,30,6,3,32,131,0,66,5,7,13,4.0125,3.85,3.9875,4.1,4.11875,80
Wild/Sour,Captain Lawrence Brewing Co. Rosso E Marrone,Captain Lawrence Brewing Co. Rosso E Marrone,10,20,25,57,48,27,12,125,202,1,132,26,28,47,4.286822,3.790698,4.104651,4.325581,4.182171,129
Wild/Sour,Brouwerij Van Honsebrouck N.V. Bacchus,Brouwerij Van Honsebrouck N.V. Bacchus,4.5,20,25,24,34,7,5,97,107,0,85,17,4,46,3.609848,3.772727,3.583333,3.564394,3.655303,132
Wild/Sour,HaandBryggeriet Haandbakk,HaandBryggeriet Haandbakk,8.5,20,25,39,30,13,4,43,133,0,67,4,7,14,4.234286,4.04,4.071429,4.291429,4.134286,175
Wild/Sour,Picobrouwerij Alvinne / Den Bierzolder Cuvee Freddy,Picobrouwerij Alvinne / Den Bierzolder Cuvee Freddy,8,20,25,25,32,6,9,45,95,1,62,10,5,25,4.208333,3.875,3.770833,3.958333,4.020833,24
Wild/Sour,Kuhnhenn Brewing Company Kuhnhenn Cherry Olde Brune,Kuhnhenn Brewing Company Kuhnhenn Cherry Olde Brune,10.5,20,25,39,64,35,10,135,176,0,140,16,25,95,4.006098,3.762195,3.762195,3.957317,3.762195,82
Wild/Sour,De Struise Brouwers Aardmonnik - Earthmonk,De Struise Brouwers Aardmonnik - Earthmonk,8,20,25,30,51,15,22,124,148,0,109,9,12,52,4.03268,3.630719,3.712418,4.065359,3.908497,153
Wild/Sour,LoverBeer Madamin,LoverBeer Madamin,5.7,20,25,48,38,14,10,80,172,3,97,25,12,44,4,3.944444,3.666667,3.777778,4,9
Wild/Sour,Brasserie Trois Dames Grande Dame Oud Bruin,Brasserie Trois Dames Grande Dame Oud Bruin,7.2,20,25,51,48,26,14,102,213,1,106,18,11,61,4.029412,4.029412,3.823529,4,3.970588,17
Wild/Sour,Trinity Brewing Company Old Growth,Trinity Brewing Company Old Growth,5.5,20,25,65,35,15,11,50,230,0,72,4,8,28,3.611111,3.711111,3.344444,3.533333,3.088889,45
Wild/Sour,Picobrouwerij Alvinne / Den Bierzolder Wild Undressed,Picobrouwerij Alvinne / Den Bierzolder Wild Undressed,6.9,20,25,52,54,19,24,74,221,1,113,28,4,56,3.653846,3.846154,3.846154,3.884615,3.923077,13
Wild/Sour,Grand Teton Brewing Co. Oud Bruin,Grand Teton Brewing Co. Oud Bruin,6,20,25,24,41,15,22,103,147,0,77,23,15,75,3.666667,3.833333,3.666667,3.366667,3.4,15
Wild/Sour,Jackie O's Pub & Brewery Chunga's Old Bruin,Jackie O's Pub & Brewery Chunga's Old Bruin,8.5,20,25,54,71,29,6,101,166,0,89,20,15,86,4.1,3.825,3.9,4.15,4.075,20
Wild/Sour,Three Floyds Brewing Co. & Brewpub SoBro,Three Floyds Brewing Co. & Brewpub SoBro,6,20,25,5,12,4,4,8,25,0,15,3,2,5,4.25,3.5,3.75,4.25,4.25,2
Wild/Sour,Brouwerij Liefmans Oud Bruin,Brouwerij Liefmans Oud Bruin,5,20,25,27,44,9,6,123,148,0,99,7,1,49,3.728571,3.771429,3.628571,3.728571,3.742857,35
Wild/Sour,Snake River Brewing Company & Brewpub Le Serpent,Snake River Brewing Company & Brewpub Le Serpent,8,20,25,28,10,4,0,34,104,0,66,2,16,12,4.333333,4,4,4.166667,4.083333,6
Wild/Sour,Brouwerij Verhaeghe Duchesse De Bourgogne,Brouwerij Verhaeghe Duchesse De Bourgogne,6.2,10,25,30,32,9,5,87,94,0,70,5,3,18,4.000417,4.155833,4.02625,4.127083,3.942083,1200
Wild/Sour,Brouwerij Rodenbach N.V. Rodenbach Grand Cru,Brouwerij Rodenbach N.V. Rodenbach Grand Cru,6,10,25,28,34,10,2,74,130,0,83,4,4,34,4.208385,4.094945,4.128853,4.307028,4.11344,811
Wild/Sour,Brouwerij Bockor N.V. Cuvee Des Jacobins Rouge,Brouwerij Bockor N.V. Cuvee Des Jacobins Rouge,5.5,10,25,41,48,14,5,78,163,0,89,4,14,24,4.122222,4.074074,4.12963,4.325926,4.196296,135
Wild/Sour,The Lost Abbey Double Red Poppy,The Lost Abbey Double Red Poppy,6.5,10,25,66,59,11,10,66,172,1,111,22,25,45,4.392857,3.535714,4.142857,4.535714,4.321429,14
Wild/Sour,Jolly Pumpkin Artisan Ales La Roja,Jolly Pumpkin Artisan Ales La Roja,7.2,10,25,18,26,7,4,47,121,1,53,14,11,16,4.044343,4.024465,3.892966,3.974006,3.915902,654
Wild/Sour,Brouwerij Rodenbach N.V. Rodenbach Classic (Red),Brouwerij Rodenbach N.V. Rodenbach Classic (Red),5.2,10,25,17,26,7,7,69,83,1,83,8,11,30,4.008459,3.981203,4.00094,4.089286,4.095865,532
Wild/Sour,Brouwerij Rodenbach N.V. Rodenbach Caractère Rouge,Brouwerij Rodenbach N.V. Rodenbach Caractère Rouge,7,10,25,46,41,14,3,172,146,2,175,10,12,14,4.75,4,4.25,4.75,4.5,2
Wild/Sour,Cascade Brewing / Raccoon Lodge & Brewpub Cascade Kriek Ale,Cascade Brewing / Raccoon Lodge & Brewpub Cascade Kriek Ale,8.2,10,25,56,32,13,10,52,158,0,107,9,22,29,4.149457,3.945652,4.070652,4.214674,4.17663,184
Wild/Sour,Brouwerij Rodenbach N.V. Alexander Rodenbach,Brouwerij Rodenbach N.V. Alexander Rodenbach,5.6,10,25,33,30,7,6,95,106,0,106,7,7,9,4.398148,4.12037,4.351852,4.62963,4.444444,54
Wild/Sour,Brouwerij Strubbe Ichtegem's Grand Cru,Brouwerij Strubbe Ichtegem's Grand Cru,6.5,10,25,30,35,17,4,102,127,0,95,7,8,35,3.740642,3.855615,3.617647,3.636364,3.724599,187
Wild/Sour,Panil Barriquée (Sour Version),Panil Barriquée (Sour Version),8,10,25,43,40,10,6,86,160,1,98,30,18,37,3.985915,3.855634,3.767606,3.950704,3.90493,142
Wild/Sour,Brouwerij Verhaeghe Vichtenaar,Brouwerij Verhaeghe Vichtenaar,5.1,10,25,32,36,16,6,124,154,0,113,9,17,23,3.95202,3.997475,3.95202,4,4,198
Wild/Sour,Brouwerij Verhaeghe Verhaeghe Echte Kriek / Echte Kriekenbier,Brouwerij Verhaeghe Verhaeghe Echte Kriek / Echte Kriekenbier,6.8,10,25,37,26,7,2,91,140,0,131,13,13,28,3.850543,3.904891,3.714674,3.828804,3.790761,184
Wild/Sour,De Proefbrouwerij (bvba Andelot) Zoetzuur Flemish Ale,De Proefbrouwerij (bvba Andelot) Zoetzuur Flemish Ale,7,10,25,37,58,7,3,116,156,0,130,15,22,39,4.087879,4.060606,3.930303,3.987879,3.987879,165
Wild/Sour,Hair of the Dog Brewing Company / Brewery and Tasting Room Michael,Hair of the Dog Brewing Company / Brewery and Tasting Room Michael,6.2,10,25,32,46,37,10,92,171,0,100,12,11,26,3.969231,3.861538,3.6,3.715385,3.723077,65
Wild/Sour,Jolly Pumpkin Artisan Ales La Roja - Grand Reserve,Jolly Pumpkin Artisan Ales La Roja - Grand Reserve,8,10,25,60,42,24,10,99,238,0,126,10,23,44,4.194915,3.957627,3.983051,4.20339,4.084746,59
Wild/Sour,Jolly Pumpkin Artisan Ales Roja De Kriek,Jolly Pumpkin Artisan Ales Roja De Kriek,7.5,10,25,45,38,9,4,75,174,0,130,13,16,25,4.2,4,4,4,4.3,5
Wild/Sour,Panil Barriquée (Italy Version),Panil Barriquée (Italy Version),8,10,25,30,41,19,11,74,148,2,88,19,19,39,4.232143,4.102679,4.080357,4.245536,4.209821,112
Wild/Sour,Brouwerij Bockor N.V. Jacobins Kriek,Brouwerij Bockor N.V. Jacobins Kriek,4.5,10,25,23,28,12,4,69,107,0,96,4,8,35,3.5,3,3.5,3.5,3.5,1
Wild/Sour,Birrificio Del Ducato La Luna Rossa,Birrificio Del Ducato La Luna Rossa,8,10,25,32,37,12,1,43,151,0,80,5,4,13,3.5,3.3,3.7,3.8,3.5,5
Wild/Sour,Brouwerij Rodenbach N.V. Rodenbach Foederbier,Brouwerij Rodenbach N.V. Rodenbach Foederbier,6,10,25,27,47,10,2,61,102,3,43,2,8,31,4.083333,3.75,4,4.25,3.75,6
Wild/Sour,Alpine Beer Company Ned,Alpine Beer Company Ned,5.17,10,25,49,39,7,6,52,162,0,80,7,9,17,4.067568,4.054054,3.756757,3.972973,4,37
Wild/Sour,Portsmouth Brewery Portsmouth Flanders Red - Maude,Portsmouth Brewery Portsmouth Flanders Red - Maude,4.5,10,25,42,26,8,3,57,162,1,72,5,2,21,3.54,3.61,3.73,3.58,3.62,50
Wild/Sour,The Vermont Pub & Brewery Tulach Leis,The Vermont Pub & Brewery Tulach Leis,6.1,10,25,10,19,9,0,31,109,0,35,10,0,9,3.75,3.75,3.55,3.5,3.5,10
Wild/Sour,Gasthaus & Gosebrauerei Bayerischer Bahnhof Leipziger Gose,Gasthaus & Gosebrauerei Bayerischer Bahnhof Leipziger Gose,4.5,10,15,38,33,10,12,42,129,36,63,58,11,74,3.805556,3.907407,3.882275,3.931217,4.005291,378
